reviewerID,asin,overall,reviews,sentiment,year,month,day,helpful_rate,polarity,review_len,word_count
A2B3XQ4FCJTKHQ,B000BBRZ3S,5.0,really say tunes entire arsenalfrom cigar box guitar string strummers tacoma papoose andmy brand new laguna stringgetting ready make ukes will tune alsoneed n one tuner buy iphone korg perfecttunerkorg tuner review,Positive, 2010,03,28,0.0,0.1340909090909091,214,32
A1QAT2Y011KWFX,B000BBRZ3S,4.0,ive two tuners well known among bass instrument players able lock lowest pitches better tuners theyre durable long battery life unlike tuners noisy environments dont lock higher pitches lower ones plus low instrument playersthe one problem ive tuners one set tune pitches tuners recognized strangeexcellent but not perfect,Positive, 2008,08,24,1.0,0.07857142857142854,322,48
A3MLQDXQPVNB2O,B000BBRZ3S,5.0,tuner easy use like input jack electric guitar well acoustic makes much easier first tuner long time im please iteasy use tuner,Positive, 2009,05,26,0.0,0.20833333333333331,127,22
AWYE428W5MRQN,B000BKY8CU,5.0,excellent product well cushioned im typical overweight american great sale pricelucky timing black fully assembled doesnt get easier batmangreat value perfect size guitar practice strong enough,Positive, 2011,04,27,1.0,0.3625,193,26
A3HKWOC783B7PL,B000BKY8CU,5.0,bought bench amazon warehouse deal could get prime delivery not disappointed bench sturdy comfortable cushioning thick soft item arrives flat packed adjusted correct seating height seconds bench looking im sure will serve purpose many yearscomfortable sturdy budget,Positive, 2013,11,29,0.0,0.2214285714285714,265,37
A3DDZ2SENG07MS,B000BKY8CU,4.0,actually like bench lot fits gear back rolling duffle style contains cables power strips etc folded legs sticking bag much larger seat area easier adjust depends preference suppose one smaller lighter larger easier adjustsmaller stage plus keyboard bench,Positive, 2012,01,6,1.0,0.0,254,38
A2NIT6BKW11XJQ,B000BKY8CU,3.0,keyboard bench lower anticipated seat soft comfortable however doesnt appear hold anyone excess weightseat cushiony,Neutral, 2013,03,3,0.0,0.25,115,15
A2X1F0WUJJP0FC,B000BKY8CU,3.0,comfortable seat seems stable wellmade however if need haul around frequently takes bit time set screw down open screws hold moving stability bar bottom seat also if need adjust height remove entire bolt assembly seen crossing point bars select one three holes inch apart not much selection therecomfy but not fast,Neutral, 2013,07,25,1.0,0.020634920634920634,314,51
AXWB93VKVML6K,B000BKY8CU,5.0,click nearly perfect height padding great lightweight without feeling cheepsolid portable,Positive, 2013,06,16,0.0,0.9,89,11
A3PGQWCSJPCYDH,B000BKY8CU,4.0,bought daughter plays keyboard already assembled right box seems well padded sturdy daughter likes like price special deal amazonsimple sturdy,Positive, 2013,12,28,0.0,0.3214285714285714,142,20
AEWYUPCNDV7HY,B000BKY8CU,5.0,assembled couple minutes without need refer instructions bench comfortably padded affordablevery comfortable easy assemble,Positive, 2009,01,1,1.0,0.41111111111111115,122,14
A1AUDW7X02EEPJ,B000BKY8CU,3.0,isnt top line but gets job done wouldnt abuse chair much though material looks little floosyits ok,Neutral, 2013,07,10,0.0,0.253125,98,17
A2UX9BF36MYEXK,B000BKY8CU,5.0,im heavier fellow harder benches ive tried tad uncomfortable long sessions one hand comfortable plenty padding support folds easily looks well made stars no complaints much nicer lot expensive optionsa comfortable bench great price,Positive, 2013,05,7,0.0,0.12037037037037039,231,34
A3HKZSCGFU9T2A,B000BKY8CU,5.0,price great selling point use acoustic guitar stage guitar foot rest bought off amazon well good combo leads playing longer periods solidly constructed folds definitely portable great buygreat value,Positive, 2013,02,27,0.0,0.45999999999999996,198,29
ANU2BFZ9STYXU,B000BNSYHW,5.0,bought restore neck ibanez ordered used knew needed tlcafter coats stuff neck lookedplayedfelt like factory restored years neglect minuteswhen bought though wouldnt enough boy wrong ill enough oil last awhile makes happy get new guitar feel neck months if not years comewow great neck restore,Positive, 2014,03,7,0.0,0.09204545454545456,292,45
A2IZ3ST24HSO4H,B000BNSYHW,5.0,got treat fretboard guitar nice airlinesized bottle w safety cap prevent unintentional opening replenished dried fretboard likenew conditiondaddario delivers w lemon oil cleanerconditioner,Positive, 2014,02,1,0.0,0.19999999999999998,188,23
A200D8BOPMR35S,B000BNSYHW,4.0,needed fretboard cleaner something not tried used like itused like,Positive, 2013,07,10,0.0,0.0,66,10
AHF7SNSZPRNCE,B000BNSYHW,4.0,nice smell works like charm bottle will probably last years good cheap pricea recommended purchaseits lemony,Positive, 2014,05,17,0.0,0.42499999999999993,108,16
A1786LAQ18LHDC,B000BNSYHW,5.0,nice smell good maintaining wood neck guitar best used replacing strings apply strings offnice addition guitar care,Positive, 2012,12,31,0.0,0.7666666666666666,115,17
A2M93TVNC93C3P,B000BNSYHW,4.0,clean really good prints smell nice first time using but like alot since works goodclean smelling,Positive, 2013,11,9,0.0,0.47916666666666663,97,16
AFBETARDFURG,B000BNSYHW,5.0,nice quality fretboard oil nice scent remember little goes long way would definitely recommend worked nice maple unfinished fretboardawesome,Positive, 2013,01,5,0.0,0.2604166666666667,140,19
A2O52ICJCRQYVK,B000BNSYHW,5.0,maintain guitars regular basis since no longer guitar tech everything take care fretboards fingers fretboards will happyvery good,Positive, 2013,02,28,0.0,0.35,129,18
A2EZWZ8MBEDOLN,B000BQTCDO,4.0,iconic fuzz pedal yes smashing pumpkins used pedal but corgan also used fender blender similar big muff but octive thing going not subtle pedal cuts mix well if running cleanish amp find gets little muddy if run amp thats already breaking say thing fuzz pedals though not wooly splattery vintage tone like dunlop fuzz face really thing going not kind pedal keep time but cool tool sonic toolbox if would likely buy big muff tone wicker switch ten bucks little tweekabilityface melting fuzz,Positive, 2013,03,18,0.0,0.045138888888888895,489,83
A34QHL6I85K3V5,B000BQTCDO,3.0,feel strange giving classic stars but not large takes space pedal board prefer little big muffi would recommend little big muff,Neutral, 2014,02,11,0.0,-0.0522108843537415,127,21
A3J2PKECNUGEHO,B000BQTCDO,5.0,played years will tell right get big amp get amps split signal even want biggest amp using pedal otherwise will come off sounding frail instead frail bedazzledotherwise pedal conjures beastly reference couple bands plugged amp played riffs free drinks loose women followed shortly thereafterif youre looking stinging yet rumbly fuzz pedal need wish went bigger amp better will sound,Positive, 2008,08,23,0.67,0.1885989010989011,382,59
A73CB1NVPYDZ5,B000BQTCDO,3.0,owned pedal many years finally trading equipment produces one sound extremely well but one thing sound well late fuzz sound white room black curtains satisfaction ina gadda da vida note pedal produces good sustain but really bad attack will not really whole lotta love sound said one thing well but range even classic rock quite limited if plan cover songs classic fuzz sound pedal gets sound if want also cover classic rock youre gonna need least one overdrivedistortion effectone trick pony but good trick,Neutral, 2008,05,2,0.62,0.16076839826839825,507,84
AJCAVTHZFM0J3,B000BQTCDO,4.0,cannot express sized pedal ridiculously big unnecessaryif lacking space pedal board u may want look elsewhere retrofit insides smaller housing will doagain please aware dimensions thing soooooooooooooo hugeit sounds good though though rob toneit job but huge warned oversized,Positive, 2011,09,18,0.0,0.27,275,39
AVP5CCREISHVX,B000BQTCDO,3.0,noisy but if find equalize tone volume works fine bought cause gilmour uses effect but certainly one uses must much better quality productits ok get equalize tone,Neutral, 2014,03,9,0.0,0.40773809523809523,162,27
A21V6HGU6SU4JG,B000BQTCDO,5.0,pedal exactly title suggests creates huge walk smooth rich fuzz smashing pumpkins feel doesnt many different tones but well frankly find good tone pedal dont change often anyhow amazing value welcome party pedal boards ps russian variantsmooth rich saturated wall fuzz,Positive, 2014,03,27,0.0,0.4,268,41
A3OXHLG6DIBRW8,B000BU5V58,4.0,opted world tour guitar gig bag hard case time sons guitar hanging wall usingstring swing hardwood home studio guitar hanger shades may vary case generally good quality meets needs following observationspros lightweight doesnt add lot pounds but still protects guitar good quality strong material stitching zippers storage pockets big enough music pages picks small electronic tuner handles good hand grip handle side well padded adjustable packpack strapscons limited protection not hard case will not provide much protection serious impact appearance not aweinspiring look basic world tour logo looks little cheesythis good choice limited light use gets usrecommendedcfhroomy guitar case recommended,Positive, 2010,11,24,1.0,0.1541005291005291,701,100
A1YYGXVZA97XFO,B000BU5V58,5.0,fine bag guitar got brotherim not music person but goodit,Positive, 2012,12,18,0.0,0.4166666666666667,57,10
A3UZITVEOSRRHD,B000BU5V58,5.0,dont know would need better unless traveled lot might need hard case one surpassed expectationsmonths using gig bag not single problem pockets packed books tools stringsthe shoulder straps make carrying bag across town breezegreat bag buck,Positive, 2009,02,26,0.0,0.08134920634920634,239,36
AQES9A9BCJ7CV,B000BU5V58,4.0,great universal bag put everything bag string hollow body great pockets carry picks strings tuners padding better expected red strip if concerned colorthe price belies quality bag,Positive, 2010,07,1,0.0,0.2714285714285714,179,27
A10VG94SAKVSC0,B000BU5V58,5.0,arrived schedule sturdy adequate padding protect three zipper pockets hold cords mics capos tuners still room keys combs several gig bags favoritegreat gig bag,Positive, 2013,02,28,0.0,0.16666666666666666,159,24
A1H7JRH18L2BXG,B000BU5V58,5.0,received item promised fits great yamaha acoustic electric but carry care remember acoustics hollow body bust if dropped great zipped pocketsacoustic gig bag,Positive, 2013,10,24,0.0,0.5,157,23
A29XLZLRNBWBZ8,B000BU5V58,5.0,case durable nice heavy duty zippers pockets storage perfect protect instrument travel red piping picture maroon real lifedurable protective case,Positive, 2014,03,2,0.0,0.31999999999999995,145,20
AD175S3OJX0DG,B000BU5V58,5.0,bought hollowbody without case wanted gig bag case decided take anywhere prices bags ranged double one almost four times guitars cases might never actually take guitar anywhere didn twant spend lot price big issue guitar fits great bag well padded cant believe pricefit bill reasonable price,Positive, 2013,07,8,0.0,0.2,291,46
AJGD0VSCUJUP5,B000BU5V58,5.0,purchased daughter learning play guitar needed bag protect new guitar bought bag plenty storage offers good protection guitar fit perfectly going purchase another one guitargreat bag,Positive, 2013,04,4,0.0,0.4672727272727273,182,26
AETQIN7OH0RL9,B000BUDO48,4.0,decent quality cheap price well see long lasts but trick think odds becoming rich famous increased standdecent trick,Positive, 2013,12,7,0.0,0.3069444444444444,116,18
A13IKQCJKFAP5S,B000BUDO48,5.0,good stable stand light strong balanced makes guitar feel secure also ideal travel since folded slipped small baggreat stand,Positive, 2012,12,26,0.0,0.4305555555555556,124,19
A1VG6TG6LKBPKP,B000BUDO48,5.0,favorite light weight guitar stand simple job try avoid stands lever locking mechanisms neck rest pain arse trying switch guitars fly lightweight collapsible take anywhere sturdy enough normal use if youre klutz no guitar stand will sufficient unless encased carboniteexcellent stand price,Positive, 2013,10,4,0.0,0.30833333333333335,289,42
A1XJKAH0QCUVWD,B000BUDO48,4.0,string stand im taking break practicing know case store guitars not stand easy assemble youll pay lot money stands job well one if youre gigging might suggest higher priced stand but occasional travel home use will tricknot bad stand,Positive, 2012,12,24,0.0,-0.004166666666666624,233,39
A2CKMJU4WD3XDE,B000BUDO48,5.0,guitar stand not find hidden treasure not hypnotize beautiful women not fix transmission not tell boss give raiseit holds onto guitar dont see reason put case sturdy reliable point no gimmicks nothing flashy guitar stand reasonably priced if need one might well onein soviet russia guitar stand holds,Positive, 2008,04,22,0.78,0.09583333333333334,300,48
A9KOC3PXLXYSB,B000BUDO48,4.0,bought ridiculously low pricei figured id get moneys worth regardless work fine well thought would buy studio price went nearly though bahthey work great studio,Positive, 2013,09,25,0.0,0.32333333333333336,160,25
A1YP96MT6W9FTB,B000BUDO48,5.0,fair number similar tripod guitar stands cost if one pet peeves ushaped support falls carry assembled stand around youll especially like world tour stand way ushaped piece inserts makes far less susceptible falling although one reviewer put minimalistic stand substantial feel im quite happy purchase would buy another world tour rather one brands amazoncom great job getting megood quality great value,Positive, 2009,11,6,1.0,0.37916666666666665,402,61
A2VGVG7IFBRSML,B000BUDO48,5.0,stand nice black job well also strap top holder secure guitar stand like added bonusgreat stand no problems,Positive, 2013,02,18,0.0,0.33333333333333337,107,18
A781ITP3HE2N5,B000BUDO48,5.0,ive bought quite guitar stands off amazon past years ive paid expensive ones cheapest ones best one ive found yet sturdy well made fully height adjustable strong soft foam protect precious guitars getting scratched states cellulose finishes damaged least lets know ahead timemost cheap stands dont thats good thing well dont waste money good quality stand grab onethe best stand amazon best price,Positive, 2013,01,20,0.0,0.35256410256410253,396,63
AA4BAIDEDJI3,B000BUDO48,3.0,seems like nice product but maybe im something wrong cant get bottom guitar support lock place twists around makes little hard put guitar place maybe something need differentlynice stand but,Neutral, 2010,10,22,0.33,-0.09479166666666668,190,30
A3D42ZX96FA6EW,B000BUDO48,4.0,got two electric bass rhythm guitars great little stands great price sturdy easy assemble adjustable id suggest anyone needing guitar standnice,Positive, 2013,03,5,0.0,0.3391666666666667,143,21
A2Z84UZPX7064Q,B000BUDO48,5.0,ordered two stands work well definitely keeps guitars lot safer leaning thingsfantastic price,Positive, 2013,02,4,0.0,0.0,93,13
AN1RO6C6I78YO,B000BUGNNM,5.0,case arrived great conditionquite roomy fits vendetta andor les paul two exterior pockets tools extras thicker padding epiphone gig bag got lp but protect keep dust away im not hauling showsget onevery nice,Positive, 2012,08,29,1.0,0.7,206,33
A2ZGBCQPF5Q17N,B000BUGNNM,5.0,nice bag great features slightly large telecaster stratocaster but works fine eitheri actually swapped another bag putting les paul jr one tele gibson bag thegibson bag really tight fit lp jr headstockworld tour deluxe electric guitar gig bag,Positive, 2013,08,31,1.0,0.35654761904761906,242,38
A1ZT70OIIY7N5M,B000BUGNNM,5.0,deployed middle east beat guitars pretty good world tour bags keep axes safe nice padding nice featuresvery nice,Positive, 2013,09,24,1.0,0.4642857142857143,112,18
A781ITP3HE2N5,B000BUGNNM,5.0,great gig bag money padding thought would strong construction plenty places store stuff like sheet music cables carry handle shoulder straps well padded comfortable use well even reasonably water proof handling light rain shower well zero leaks money best one ive bought amazon will certainly buy future highly recommendedstrong light gig bag,Positive, 2013,03,4,1.0,0.4007619047619048,342,52
A2D8OM8XL872DO,B000BUGNNM,5.0,esp guitar slanted headstock hard time fitting gig bag music store threw got guitar buying pocket pod good studio headphones simply no room left old bagfound bag liked fact many front pockets really looked like would fit gear cables etc originally put wish list will admit dont always want spend money stuff like but wife ended surprising great surprisemy guitar fits perfectly used struggle getting guitar old gig bag zipping shut mentioned curved headstock makes guitar taller old gig bag always pointed tip headstock poking would not closebut big closes way much padding previous bag pockets oh pockets fit gear guitar cable set full size sennheiser headphones line pocket pod allen wrenches tuner tremelo neatly organized separate pockets room if need itthe bag smell little funky first days but didnt stink house like reviewers mentioned open let air part house wont bother anyone fine day twoone last thing bag handle right near headstock not know but wow no idea useful could tend carry guitar bag down stairs lot able hold two places extremely useful backpack handles option well really cannot recommend bag enough agree user said log little kiddie like but dont really care bag perfect bothered padding great would not recommend bag checking bag air travel would fine if use carry but would not protect much checked baggage case want kind thing dont travel long distances guitar but if would use hard case seen many horror stories smashed guitars airlines latelyhope helps anyone looking gig bag tons room gearperfect bag,Positive, 2013,01,11,1.0,0.2636331569664902,1530,251
AVY8D3ULJTX0H,B000BUGNNM,5.0,bag well padded backpack straps carry comfortable several pockets hold cable extra strings picks much much price feel like steal people complain smell kind smells like motor oil strange but around smell much doesnt bother warned thoughgood bag,Positive, 2013,01,8,1.0,0.19285714285714287,243,38
A2MHK6C40Z54TB,B000BUGNNM,4.0,got sgstyle guitar fits plenty room better quality bag bag but couple smells like industrial rubber factory upon large main zipper easy close but somewhat difficult unzip surprised largetoothed construction seems pretty good not hard case but get guitar point b works padding sufficiently thick not paper thin bag but not thick enough guitar would survive dropwould get another one probably long use long term storage travel small distances otherwise id get soft sided hard case new wave styrofoam cases regular old hard sided casebetter adequate,Positive, 2014,04,25,1.0,0.05202098626011667,546,86
AKYDGCKCY7H9F,B000BUGNNM,5.0,seven use ibanez but perfect anyam series guitars like bag well padded not expensiveit seems always back order tells popularthe dimensions bout deep two large zippers head zipper goes wayaround bout zipper stops entering bottom area draw back thisgig bag deeper guitars want bottom bout zipper least complete bottom areato make placing removing easierthis best gig bag found last years smaller bout guitars not cost muchperfect smaller bout hollow semihollow guitars,Positive, 2013,12,17,1.0,0.1595238095238095,466,71
A1UMOYYM8HB2A1,B000BUGNNM,5.0,great bag regardless cost fact sells less makes absolutely fantastic deal free shipping makes much better unlike reviewers not noticed objectionable smell will attest fact well constructed fabric heavy cordura material zippers pulls heavy duty padding stiff thick enough afford solid body guitar substantial protection would estimate padding entirely concealed within cordura approximately threequarters inch thick addition main carry handle side another back top well pair backpackstyle straps finding convenient means carrying guitar shouldnt kind issue two zippered accessory pouches picks spare set strings perhaps music also nice touch opinion bag could easily sell twice price still considered bargain cheap insurance epi les paul iigreat bag,Positive, 2013,10,1,1.0,0.14376417233560093,748,106
A2RIXSMGE9VIBG,B000BUGNNM,4.0,quality bag would probably cost like local music store appears well made good padding several pockets strings picks cable whatever taking one star off slightly bothersome smell also mentioned reviewers not terrible but somehow chemical hope goes away soonvery well padded several pockets one star off weird chemical smell,Positive, 2013,09,29,0.0,0.07619047619047617,321,49
A3BTH66WVCQAM9,B000BW2D84,5.0,bought pedaltrain pedal board individual stomp boxes crammed onto originally bought hosa connectors high quality low profile but selection lengths limited bought kit little trepidation proceeded redo board swear done minutes board looks awesome cables cut perfect length cables dead silent connectors high quality supplied cutting tool works described thing need smalltip flathead screwdriver medium size handle firmly drive locking screw cable final step could saved money if bought first instead bunch random length patch cablesi wish bought first,Positive, 2013,06,14,1.0,0.08447478991596638,549,79
A1YURS42Z635HR,B000BW2D84,3.0,good thing cable station make cables custom lengths neater pedal board without need solder connections place cut cable flush insert plug twisting motion turn setscrew side plug tightas benefit if shorting signal need find offending cable remove plug cut cable insert end back pluggreat rightwell not reallyas far reliability goes nothing really replace connection properly soldered money spend could easily get decent soldering iron old cable cheap plugs radio shack practice end bulk cable connectors make neededi used product recut several cables different times but cables constantly moved around ones permanent haves not given trouble but experienced problems past always spares testedanother annoying thing give cable connectors would think connectors would sufficientis easier soldering yesare reliable part yeswill continue using product yes usually spareswhy use im lazythis cleartone cables website gold connectorsdont waste money if asked pay extra gold plated connectors thin soft gold microns flash plating looks cool but scrapes off easily brass aterial underneath stops seeing gold worn off brass eventually tarnishes causes crackling plug moves twists socket contactsit true gold good conductor electricity mated gold plated socket but sockets inside guitar amplifier guitar not usually gold virtually no benefit gold plated plugshandy yes end no,Neutral, 2009,12,1,0.85,0.10993589743589743,1361,198
A1F5HMIDLSR3EF,B000BW2D84,5.0,tech well guitar player also spent time past teaching soldering but cables seem well made good solderless connections us know theres lot hype but really comes down good quality cable seems good stable connectors seem connections two last time will tell know hand soldered special plugs good cable break use expect especially high use situation plugged unplugged often know signal clean not bleed f highs critical book easy use done stage sets quickly no soldering love thati will definitely use unless find longevity problemlmgreat option,Positive, 2012,05,31,1.0,0.25323062558356674,538,85
A8L6Z9U1TCP06,B000BW2D84,5.0,good quality cable plugs easy make custom length cables inches ft pedal board looks professional uncluttered actually made room no extra wire get waycustom cables low price,Positive, 2012,12,26,0.0,0.20555555555555557,172,27
A16Z3HTUIYPDH8,B000BW2D84,5.0,one favorite music purchases cleans gears appearance tremendously easy use lots extra cable lengthawesome,Positive, 2013,03,13,0.0,0.3111111111111111,105,14
A300S5QIIMBQNH,B000BW2D84,5.0,say started couple pedals wah board sooner later cords either way short whatever like malemale offset connectors bring pedals together but sometimes board youve got odd distances kit trick truly easy use create plug bad connection redo itsimple way clean connections,Positive, 2014,05,28,0.0,-0.011111111111111072,266,41
A2G8O3QXM9EGJS,B000BWEM42,3.0,complaints well warranted cheap unit first fumble around almost minutes get open straight seems like got previouslyreturned unit customer must bent arms wrong way along joints careful not manhandle could tell would break if bent wrong way much force give but felt bad return didnt want make amazon lose money weird shaped box probably costs postage send back thembut eventually figured ft inches tall man stand tall enough opened way still inch spare if wanted raise maximum looks like complaining height not realize segments stretched reveal full height probably raised segmentsso price think get pay since want stand will stay bedroom home think unit will suffice but if plan travel around if getting kid years old recommend buy sturdier unit will probably break short order will fifteen bucks plus buy new onethe truth flimsy piece junk okay responsible adult will treat great care but not children drunks fragile easy break took advice tightened adjustment knobs height finger tight without great force previous reviewers attest easy strip bolt if overtighten carefuli will keep mine but if purchase second unit would not buy one dont like flimsy junk feel even large dog could knock down break dang thinggood enough home usage,Neutral, 2013,09,13,0.0,0.07311362472652796,1231,199
A1LHMSY3Q46PJS,B000BWEM42,5.0,bought replace folding stand not strong enough hold weight guitar books stand works great hold even largest music tab booksthe construction much better portable stands ive used past two great features really appreciate one height adjustable two tilting head tilting head real bonous portable stnad one works greatfor price stand great buy would recommend anyone but primarily guitarist stand execptional page holders tilting head height adjustability one best stand purchases guitarist makewell built folding stand great guitar music tab,Positive, 2007,12,13,0.97,0.4194444444444445,537,79
A13NWJUMVNS6YZ,B000BWEM42,4.0,course stand not nearly solid feeling muchheavier solidmetal music stand use home twist around bit handle hand much lighter collapsible goes inside practice bag instead piece furniture takes another hand lug practices rehearsals want travel light stand fits bill desk angle adjustable works well large fake books single lead sheet two pieces thin plexiglass cut local hardware store sandwich separate sheets music no problems wind threesheetwide scores ive never sturdiness problem stand ive never tip but careful not tighten knobs necessary set legs sturdiest position always play sitting height not consideration but measured found highest elevation bottom sheet music off floor thats plenty high even if vocalist im sure not impress would stand but quality almost unbelievable notice negative reviews two three years old wonder if stand design lightweight stand take care knobs but certainly would not call flimsyone discrepancy might important stand delivered month october not two section stand advertised one section collapses down length fits practice bag actually consider plus since makes quicker easier erect rehearsals bought one hisonic signature stands years back but theyve changed bit one definitely two sections made top section excellent tabletop book stand older one also foldingcliptype clamps section instead turnknobscrewin type clampshigh portability low price,Positive, 2011,10,12,0.0,0.08313015873015873,1382,203
A38HMS5RYSYF8G,B000BWEM42,3.0,may challenge assemble iti personally found challenge assemble but wiredi not good putting things together without helpgood product get assembledjames good adjustable music stand price,Neutral, 2014,02,14,0.0,0.11666666666666665,184,25
A21M5LI1AU7184,B000BWEM42,5.0,newbie violin student needed music stand purchased many things amazoncom learned trust customer reviews get posted remembering will always cranks music stand got good reviews say happy would recommend purchase onemusic stand review,Positive, 2012,09,6,1.0,0.6666666666666666,231,33
A3RPTP7XINQSKI,B000BWEM42,3.0,stand little difficult open top gets stuck turned wrong way stand collapses small black bag came iti like but could better,Neutral, 2013,03,13,0.0,-0.07552083333333334,122,21
A3T6OAYYMN3F1Q,B000BYPJ1U,5.0,easy set use simple instructions sticker bottom soak easy weeks cant tell if truly working maple wood ukulelei use ukulele case,Positive, 2013,12,16,0.0,0.2888888888888889,127,21
A1NNBJRXPIDA12,B000BYPJ1U,5.0,using hercos many years simple use offer banjos good humidification place herco neck section case another section head sitsfor guitars place herco near peg head stringed instrument humidifier slips strings great insurance damage instruments owing drynessgood protection instruments,Positive, 2013,04,21,1.0,0.42000000000000004,281,38
A306YUQBEB2R9T,B000BYPJ1U,5.0,like humidifiers works if keep instrument case upkeep minimal work strings well but careful easy fall case carefulherco hero,Positive, 2012,06,24,1.0,0.07777777777777778,124,19
A245MWTMXYXXHY,B000BYPJ1U,4.0,stuck one guitar case keep right humidity must us dry californiansseems trick,Positive, 2014,02,21,0.0,0.10952380952380952,77,12
A3I9IGMS9GHW8J,B000BYPJ1U,1.0,doesnt seem work think maybe mine damaged something doesnt seem absorb wateri dont get,Negative, 2013,05,24,0.67,0.0,86,14
ALLRHBAXXI5BL,B000BYPJ1U,5.0,taking lessons qualified instructor mentioned need humidifier guitar first not sure looking found product without much difficulty learned instructor small placed hole guitar definitely needed keep guitar good playing condition started looking computer pages settled herco guitar humidifier recommendations thew product feel made wise choice will able keep quitar playing good vibrations good musica herco guitar humidifier avoid guitar busters,Positive, 2013,11,9,0.0,0.325,443,60
A1GMWTGXW682GB,B000BYPJ1U,4.0,herco jim dunlop company little humidifier suggested someone used awhile dunlop trusted brand guitar maintenance part wanted stay away typical humidifiers due tendencies leak stain guitar wood used weeks still remians moist product came fast instructions straight forward may order another if one performs wellcheap hopefully effective,Positive, 2012,01,3,1.0,0.08680555555555557,335,47
AF1I90O6U8VCQ,B000BYPJ1U,5.0,used use martin tube thing stick strings but bit pain soak drain wipe even worried dripping inside guitar much easier guitar sounds great highly recommendedeasy works well,Positive, 2013,04,1,1.0,0.38666666666666666,171,27
A2EZWZ8MBEDOLN,B000CBE3G4,4.0,great slap echo sound not buy expectation will act like digital delay closer reverb provides echo sound similar if playing room covered tile old engineering trick great old school rock roll rockabilly chicken pickin etc will fatten sound dry amp fab pedals find knob placement slightly annoying but price point cant really make justifiable complaint construction quality somewhat cheap but knobs feel solid not failed yeargreat slap back great price,Positive, 2011,12,21,1.0,0.15175438596491225,449,70
A1QN075G0OKBWJ,B000CBE3G4,3.0,pedal works but doesnt depth echo expected doesnt even come close sound quality old dan echo pedal certainly explains difference price get pay im using fender eightyfive solid state amp tried amps sounds if youre looking good slap echo effect would recommend spending money buy dan echo pedal even danelectro blt slap echo pedal less expensive dan echo but still sounds better fab echo pedal fab echo pedal works hear definite difference without not good expected im sorry bought dont recommend pedal much better ones market shop aroundit works,Neutral, 2013,05,17,0.0,0.049829931972789114,544,89
A1GMWTGXW682GB,B000CBE3G4,4.0,fab pedals cheap mostly mediocre but bought whim use fender tube amp works well reviewers stated pedal not good build quality but seems hold okay long not abused use echo telecaster cigar box guitar vintage effectsi found delay works well around percent mix modulated make good mix reverb delay dont know if would gig pedal othe fab pedal tendency step hard pedal live environments but serves purpose well cheaper alot delay echo pedals if need basic effect seen info modding pedal control delay may futurei alot pedals tried pedal jazz bass eq tinkering found good mix echo originally saw youtube video bass player using thought would good idea danelectro makes higher end echo pedal probably better job delay but good deal dollars cheaper electro harmonix memory boy pedal sounds cool vintage vibe old ampvintage sound without vintage pedal pricing,Positive, 2012,07,31,1.0,0.2159848484848485,850,139
A1WNM3PI4QSUCB,B000CBE3G4,5.0,ive needed one fender amp yes used spend time dialing delay pedal rockabillyblues numbers if settings got messed well would slow show down wish fender amp built amp but didnt pedal makes playing rockabilly fender simple fast easy really quick setup use not delay unit not versatile either but perfecta rockabilly no brainer great fender amp,Positive, 2012,02,23,1.0,0.1873015873015873,340,56
AL8K7SWTLZ12X,B000CBE3G4,5.0,danelectro fab series pedals offer great sound without digging budget slap echo effects pedal works great gives old tube amp reverb sound would expect expensive unit theres no fancy bells whistles but good old manual adjustments lets dial sound want no effort series pedals fab hard plastic cases less expensive hardware costly units but works quit well danelectro offers expensive units but dont think sound much better hardware better but thats view cant go wrong product danelectro around years makes great producti six danelectro effects pedals work greatthis old tube amp reverb sound great price,Positive, 2014,01,2,0.0,0.2200757575757576,601,95
AYQCAPXJ81XTN,B000CBE3G4,5.0,perfect playing rockabilly country musicthe case made plastic but seems sturdy long dont stomp hard but dollars well worth price great product highly recomend itslap echo,Positive, 2010,04,6,1.0,0.3197222222222222,170,26
APN77K8OVE97N,B000CBE3G4,3.0,im sure isnt best echo pedal even top but serves purpose fairly well stacking cheap danelectro pedals will degrade tone but isnt something us cant live us worth taking risk imhoupdate pedal gave ghost died relatively short amount time replaced mini modtone type delay actually like dano sound better but modtone will slapback built way betterecho pedal,Neutral, 2013,03,17,0.0,0.40330578512396686,352,57
A3V1A3C9DTLPME,B000CBE3G4,4.0,admit really curious good pedal could possibly figured would try one played danelectro stuff past baritone guitar amp many years ago remembered satisfied stuff anyway figured since pedal cheap not try outyou know pretty decent stompbox slap echo good enhancement effect meaning isnt really topjust gives mellow reverbish echonot quite delay not quite reverbkind somewhere since added stompbox set little something different not bad cant speak battery life though since use adapter combo power effects kicks try distortion andor overdrive wahanywayenjoydecent enhancement pedal great price,Positive, 2012,01,6,1.0,0.26861111111111113,588,85
A24VMSBJAWFRCP,B000CBE3G4,4.0,best pedal ever not even close exactly want simple slapback echoreverb absolutely almost always add little depth synth guitar sound give decently wet surfish sound fast delay rockabilly sound not super versatile but if youre looking little depth color needi mean come works cheap doesnt take much room pedal boardprice no reflection quality little guy,Positive, 2014,04,10,0.0,0.14427083333333335,351,55
A3MJARDJ31M698,B000CBE3G4,5.0,slap back echo good price no putting down sounding bad danelecto products probably higher price lower price products used circuits if want something reverb without slap back behringer use vocal guitar use space verb ducking also called shimmerworks,Positive, 2011,02,5,0.0,0.01574074074074076,248,38
